       Unnamed: 0          gene_id                           gene_type     logFC    AveExpr
6821        11674        LINC00881                             lincRNA -0.071194   5.040836
6822        16651             RNU7                               snRNA -0.069807   6.231685
6823        15259          SNORD29                              snoRNA -0.058090  -1.061149
6824         3483             RP11                           antisense  0.073350   5.632008
6825        18069             RP11              unprocessed_pseudogene -0.055059   1.062069
6826         8644         AC010731                      protein_coding  0.050286   1.147263
6827         9755           CLASP2                      protein_coding -0.069866   8.284829
6828         8232         AC011998                      sense_intronic -0.072002   7.501713
6829         5852          DDX50P1                processed_pseudogene -0.050377  -0.922347
6830        12226             RP11                             lincRNA -0.064924   1.411279
6831         8500             RNU6                               snRNA -0.057341   8.259202
6832         4536             RP11                processed_pseudogene -0.078702   6.236719
6833         4041              RP1                processed_pseudogene -0.051073   1.087426
6834          883           OSTCP2                processed_pseudogene  0.053776   3.387654
6835         7504             RP11                             lincRNA  0.050162   0.337347
6836         4647              NaN                             lincRNA -0.072856   5.900005
6837        17403              CTB                           antisense -0.069161   3.131477
6838         8492         AC007163                           antisense -0.072500   4.865881
6839        14738             RP11                processed_pseudogene  0.050273   0.124167
6840         5013              NaN                      protein_coding  0.063437   6.120055
6841        12167            TPRG1                             lincRNA -0.056365   0.814206
6842        13016             RP11                             lincRNA  0.074703   7.058795
6843          118              NaN  transcribed_unprocessed_pseudogene -0.053586  -0.753438
6844         4761             RP11                           antisense  0.052083   0.449867
6845         7944           WDSUB1                      protein_coding -0.062761   2.238870
6846         9820          DLEC1P1              unprocessed_pseudogene  0.050923   2.176275
6847         3548           KCNJ10                      protein_coding -0.063116   1.697112
6848        17257      Metazoa_SRP                            misc_RNA -0.070277   2.799510
6849        14830             RP11                             lincRNA -0.070336   4.475485
6850            5              NaN                               miRNA  0.051713   2.141556
6851        15124             TRIO                      protein_coding  0.049994   0.513716
6852        16919             SRA1                      protein_coding -0.072277   5.407736
6853         6985             RP11                             lincRNA  0.072902   1.355865
6854         1300            KCNQ4                      protein_coding  0.050805  -1.519444
6855        15155             RP11                           antisense  0.071723   2.375767
6856        16471           TICAM2                      protein_coding  0.057036   6.019511
6857        18207         HIST1H1D                      protein_coding -0.074979   5.447031
6858        17738            OR2V2                      protein_coding -0.081168   4.000753
6859          172              NaN                             lincRNA  0.051298   2.799645
6860         1825              NaN                               miRNA -0.061058   0.193641
6861         7260             RP13                           antisense -0.075910   5.108194
6862         2876              NaN                                 TEC -0.066068   5.089765
6863         6437            PCBP1                      protein_coding -0.072721   7.763596
6864        16100             RP11                             lincRNA  0.050587   0.328680
6865         3328            EFNA3                      protein_coding -0.064369   7.136300
6866        10960             RP11                             lincRNA -0.063477   3.692586
6867        16304              CTD                processed_pseudogene  0.050637  -1.189384
6868        10085              NaN                               miRNA  0.053666  -1.118939
6869        10603        LINC00971                             lincRNA  0.052108   1.077644
6870         5973           SLC8A1                      protein_coding -0.051858   3.757214
6871        13495            FRAS1                      protein_coding  0.051500   0.601845
6872         9654            TOP2B                      protein_coding  0.050258  -0.868697
6873         5011        RPL23AP23                processed_pseudogene -0.062223   2.192368
6874         5349         AC141930                             lincRNA -0.067563   5.037764
6875        13434             RP11                             lincRNA  0.051517  -0.708951
6876         7957         AC009961                processed_pseudogene  0.049812  -0.677420
6877        13442             USO1                      protein_coding  0.049689  -1.413787
6878        14122              NaN                                 TEC  0.051287  -1.495244
6879         9078        RN7SL499P                            misc_RNA  0.059651   2.727596
6880        15503              CTD                processed_pseudogene  0.070098   6.132247
6881        16255             RP11                             lincRNA -0.077032   5.266019
6882         8323        RPL23AP35                processed_pseudogene -0.061719   3.030505
6883        11522          MED28P2                processed_pseudogene  0.059404   8.101487
6884        17911            RIOK1                      protein_coding -0.049944   6.765962
6885         6983            CNNM4                      protein_coding  0.050319  -0.854053
6886         2127            DDAH1                      protein_coding -0.074187   3.599280
6887         8234         AC011998                processed_pseudogene  0.075108   5.127000
6888         4731             RP11  transcribed_unprocessed_pseudogene  0.049599  -1.007837
6889        17254          MIR1303                               miRNA -0.061451   1.316455
6890        11024            ARGFX                      protein_coding -0.050329   1.797402
6891        16773         MTND4P12                processed_pseudogene  0.051412  -0.475056
6892        18263            XXbac                processed_pseudogene  0.065574   3.021127
6893        18795           DPRXP2    transcribed_processed_pseudogene -0.069275   3.715654
6894        17929             RP11                             lincRNA -0.049687  -0.704063
6895        16121             RP11                processed_pseudogene -0.049857   6.990167
6896        16883            RNU5B                               snRNA  0.058017   4.322795
6897        17448          RANBP17                      protein_coding -0.074439   2.479387
6898         2335             RP11                processed_pseudogene  0.067115   6.847003
6899         8061         PHOSPHO2                      protein_coding  0.051462  -0.429713
6900         2602            TXNP3                processed_pseudogene -0.066002   5.154526
6901        18003            SIRT5                      protein_coding  0.054334   1.921914
6902         9197         AC107079                             lincRNA -0.053244  -0.431503
6903         8147         AC010894                processed_pseudogene -0.053224  -1.109389
6904        16285         AC008834                processed_pseudogene -0.050018  -0.615909
6905          136          SLC35E2                      protein_coding  0.074446   6.328065
6906         3558            PEA15                      protein_coding -0.057715  -0.074372
6907         3792             NME7                      protein_coding -0.066115   3.249278
6908         9228         TRAF3IP1                      protein_coding  0.050319  -0.028259
6909        16165        LINC00461                             lincRNA  0.058218  10.871038
6910        11020             RP11                processed_pseudogene  0.049475   0.127412
6911        15905             RP11                             lincRNA  0.074411   6.128527
6912        18976             RP11                processed_pseudogene -0.069247   9.434234
6913        17177            CSF1R                      protein_coding -0.057947   6.946391
6914         1454            PRDX1                      protein_coding -0.057621   2.895824
6915        15310              CTD                processed_pseudogene  0.059009   5.661603
6916        16613            LMNB1                      protein_coding -0.061440   4.593959
6917        16761             RNU6                               snRNA  0.069167   1.935012
6918         5177             RNU6                               snRNA -0.064523   7.557306
6919         1622          PRPF38A                      protein_coding  0.050643  -1.133235
6920        13152             RNU6                               snRNA -0.051474  -0.763824
6921        10573             RP11                             lincRNA  0.055617   4.036158
6922        18727            ITPR3                      protein_coding  0.060767  -0.220421
6923         5460         AC010969                           antisense -0.072022   6.754933
6924         5350              TPO                      protein_coding -0.064229   8.583067
6925           51        LINC01128                processed_transcript  0.056904   4.944354
6926         6067             RP11                           antisense -0.050821  -1.417337
6927         5214             RP11                processed_pseudogene  0.059994   0.815875
6928         8438           GTF3C3                      protein_coding  0.059019  -0.869984
6929        16957              NaN                           antisense  0.051615   1.972373
6930         8241         AC009948                           antisense -0.056732   0.859155
6931         5380         TMSB4XP2              unprocessed_pseudogene -0.069940   6.115176
6932        15289              CTD                processed_pseudogene -0.060706   1.662890
6933        13835          ACTR6P1                processed_pseudogene  0.056550   4.640944
6934         6673            Y_RNA                            misc_RNA -0.063137   8.025190
6935         9799          C3orf35                processed_transcript -0.053707  -0.493167
6936        17090             RP11                           antisense -0.052943  -1.182907
6937         3833              RP1                           antisense -0.064067   4.654130
6938        10754              NaN                processed_pseudogene  0.051876   3.993272
6939        15858             SMN1                      protein_coding  0.086659  -1.530951
6940         1722           GOT2P1                processed_pseudogene  0.050371  -1.444639
6941        10942             RP11                             lincRNA -0.049068   1.129679
6942        10390             RNU2                               snRNA  0.062263   0.370204
6943         7377         AC062016                processed_pseudogene  0.054103   4.894930
6944        16321         MTATP6P2                processed_pseudogene -0.066122   1.349360
6945         3623             RP11                processed_pseudogene -0.069814   6.577830
6946         3052             RNU2                               snRNA  0.056897   5.160366
6947        12929             RP11                             lincRNA  0.059710  -0.256941
6948        16742              CTD                             lincRNA -0.074190   3.752465
6949         7493            GPR17                      protein_coding  0.060146   2.514579
6950        17365           GABRG2                      protein_coding -0.076735   3.952772
6951         7132         AC068057                             lincRNA  0.072716   4.150391
6952         2450             RP11                             lincRNA -0.065746   6.561554
6953         9433             RP11                           antisense -0.051459  10.215315
6954         5183             RP11                           antisense -0.055952   0.212255
6955         1330             PPCS                      protein_coding  0.074713   3.591939
6956         2771           ADAM30                      protein_coding -0.072650   3.394042
6957        11025           FBXO40                      protein_coding -0.051010   4.713591
6958        17840              RP1                processed_pseudogene -0.064490   5.757055
6959        17447            GABRP                      protein_coding  0.053822  -0.620995
6960         3807        RN7SL333P                            misc_RNA  0.054020   1.230716
6961         4465           PFKFB2                      protein_coding  0.061188   1.655380
6962         6911         AC103563              unprocessed_pseudogene  0.055570   2.478981
6963         1876              NaN                             lincRNA  0.057940   3.077356
6964        11155            TPRA1                      protein_coding -0.064517   4.524897
6965         1783             NFIA                      protein_coding -0.073085   6.705962
6966         4799            ADCK3                      protein_coding -0.060182   7.768460
6967         1606            KTI12                      protein_coding  0.049554   0.332054
6968        16518              CTB                processed_pseudogene  0.063793   4.955668
6969        14815             RNU6                               snRNA -0.073578   3.193372
6970         7222         AC011753                      sense_intronic  0.052143  -1.219077
6971        14557          FAM218A                      protein_coding  0.069871   1.469285
6972        12441            FGFR3                      protein_coding  0.058772   3.299035
6973        17309              CTB                processed_pseudogene -0.061704   3.697688
6974         6685            Y_RNA                            misc_RNA -0.055107  -1.285690
6975         2928         AC244394                      protein_coding -0.068103   3.858932
6976         3248             ILF2                      protein_coding  0.055607   2.608550
6977         7796           RPL6P5                processed_pseudogene -0.051791   4.594474
6978        14193             RP11                             lincRNA  0.057126   3.991697
6979         3457             RP11                           antisense -0.060866   7.317397
6980        18632             PPT2                      protein_coding  0.072957   3.966348
6981         1490              NaN                      protein_coding -0.070310   5.366062
6982        13806             RP11                processed_pseudogene -0.076826   5.535918
6983         1719           GYG1P3                processed_pseudogene -0.071476   6.104151
6984         4101              GS1                             lincRNA -0.053066  -0.963230
6985        17938              RP1                processed_pseudogene -0.072687   0.322446
6986         3667          HSD17B7                      protein_coding -0.048769  -1.147283
6987          159              RP3                           antisense  0.070711   4.561974
6988         9786         RPL29P11                processed_pseudogene  0.053225  -0.095102
6989         8536         MTND5P31              unprocessed_pseudogene  0.062542   3.178800
6990         7907          RPLP0P7                processed_pseudogene -0.071845   8.712789
6991         7795         AC064865                             lincRNA  0.049911   0.359784
6992         4753             RP11                processed_pseudogene -0.062676   2.195025
6993          939           ATPIF1                      protein_coding  0.065462   1.167258
6994        17037            PCDH1                      protein_coding -0.071078   4.939226
6995         9709        RNA5SP127                     rRNA_pseudogene  0.063586   3.158926
6996         4855         MIR4666A                               miRNA  0.052427   2.461086
6997         8356         AC013439                processed_pseudogene  0.053412   5.032669
6998        19019         TMEM151B                      protein_coding -0.117672  -0.782806
6999         5127             RP11                           antisense  0.052129   1.304999
7000        15232             RP11                             lincRNA  0.058331   2.973568
7001        16845           CDC25C                      protein_coding  0.068903   2.645757
7002        12747         KRT18P63                processed_pseudogene  0.068979   0.428089
7003        17990         SUMO2P12                processed_pseudogene  0.061111   0.323772
7004        16081            ATG10                      protein_coding  0.069943   1.351523
7005         5346         AC114808                           antisense -0.064409   8.044865
7006          549          CROCCP3  transcribed_unprocessed_pseudogene  0.068126   3.128791
7007        13439            CDKL2                      protein_coding -0.066203   5.163941
7008        12379             RP11              unprocessed_pseudogene -0.050062   1.493120
7009         3736            TADA1                      protein_coding -0.070600   5.374523
7010         3005              RP4                             lincRNA -0.065110   4.586232
7011         7581              NaN                            misc_RNA -0.054354   1.225323
7012         3768              RP1                processed_pseudogene -0.068189   6.808843
7013        10344             RP11                           antisense  0.064360   0.402437
7014        16485              CTD                             lincRNA  0.053088  -0.085020
7015        19020             RP11                      protein_coding -0.147458   0.484661
7016         2947          OR13Z2P              unprocessed_pseudogene -0.066302   5.990284
7017         1812            ATG4C                      protein_coding -0.069582   8.073257
7018        12404             RP11                           antisense  0.051756   0.139506
7019         2248           CCNJP2                processed_pseudogene  0.048458  -0.713056
7020        15594              CTD                             lincRNA  0.052263  -0.216198
7021        11312          RPL39P5    transcribed_processed_pseudogene  0.072319   0.740209
7022        10204             MANF                      protein_coding  0.072876   6.422132
7023         3544            IGSF9                      protein_coding  0.059777   1.014373
7024        17806         SERPINB9                      protein_coding -0.059073   4.721460
7025        13110             LNX1                      sense_intronic  0.061504   5.249966
7026          242              RP1                           antisense -0.058346   0.285460
7027         5162             ADSS                      protein_coding -0.070532   4.478487
7028         1532              RP4                             lincRNA  0.058689   0.066273
7029         9028              NaN                  unitary_pseudogene  0.059466   6.514344
7030        17439              CTB                             lincRNA -0.066881   1.347683
7031        13702            PDHA2                      protein_coding  0.056062   1.988560
7032        11397        RN7SL724P                            misc_RNA  0.070498   6.217065
7033          762            HMGCL                      protein_coding  0.048643   1.568958
7034        15005              CTD                             lincRNA -0.052755  -1.086502
7035          475              RP4                processed_pseudogene -0.069121   4.091383
7036         5826              NaN                                 TEC  0.076038   3.787168
7037        16694            RAD50                      protein_coding  0.051953  -0.187795
7038         4242             RP11                processed_pseudogene -0.072902   5.856459
7039         2978             RP11                             lincRNA -0.066900   5.231139
7040        16281             RP11                             lincRNA  0.066274   1.127815
7041        18453              NaN                                 TEC  0.052504   4.055808
7042         1670            GLIS1                      protein_coding -0.061742   1.616061
7043         1225              NaN                processed_transcript  0.054893   0.486517
7044         5664           FKBP1B                      protein_coding -0.067979   5.784000
7045         9438           CIDECP  transcribed_unprocessed_pseudogene -0.049398   1.319465
7046        16019            DMGDH                      protein_coding -0.078846   5.399590
7047         5364         AC019118                             lincRNA -0.066694   8.337935
7048         1421            KIF2C                      protein_coding -0.064010   6.707139
7049        11204             CNBP                      protein_coding -0.070805   6.116889
7050         7070         AC068538                             lincRNA  0.072627   5.979074
7051         8934          NANOGP2                processed_pseudogene  0.074750   4.656857
7052         3617             SDHC                      protein_coding  0.052880   6.237991
7053         6139         AC097463                processed_pseudogene -0.068921   7.663185
7054         8201          FUCA1P1                processed_pseudogene -0.067074   5.177002
7055        15769              NLN                      protein_coding  0.049035   2.661144
7056         6304             RP11                processed_pseudogene  0.060114  -0.969960
7057         1026          COL16A1                      protein_coding  0.048199  -0.192815
7058        10593             GBE1                      protein_coding  0.070734   2.321222
7059         1899             RNU6                               snRNA  0.051460  -0.501497
7060         3218              RP1                processed_pseudogene -0.073750   6.685466
7061         4432              NaN      transcribed_unitary_pseudogene -0.066704   4.028271
7062         9315         AC093642                             lincRNA -0.061289   0.652635
7063         9713          OSBPL10                      protein_coding -0.048047   0.904993
7064         7812        RNA5SP106                     rRNA_pseudogene  0.050042   0.492884
7065        18415              NaN  transcribed_unprocessed_pseudogene  0.048099   1.946836
7066         1552              RP5                processed_pseudogene  0.048076  -0.187189
7067        10361              PXK                      protein_coding -0.066702   5.918029
7068         6845           IGKV2D                           IG_V_gene -0.063586   2.285630
7069        19021            TCTE1                      protein_coding -0.196272   3.041668
7070         4299             RP11                           antisense -0.051728  -0.532753
7071         8019         AC009495                             lincRNA  0.053196  -1.076328
7072         4710             AIDA                      protein_coding  0.064144   0.521147
7073        15885             RP11                   sense_overlapping  0.060419   3.634927
7074         7384         AC009312                           antisense -0.072202   5.953414
7075         9797          TCEA1P2                processed_pseudogene -0.065209   7.165816
7076        14757         RN7SL28P                            misc_RNA -0.076593   3.161844
7077         2192         CAPNS1P1                processed_pseudogene -0.053124   1.150051
7078        18231             RP11                processed_pseudogene  0.047859   0.638498
7079        11153              NaN                             lincRNA  0.048234   1.764854
7080        15819            CENPH                      protein_coding  0.066035   3.236621
7081         9134             RP11                processed_pseudogene -0.072203   5.928091
7082         3943              RP1                             lincRNA -0.069420   5.575333
7083        16393             RP11                             lincRNA -0.058499  -0.648782
7084         1832             RNU7                               snRNA -0.048352   0.138548
7085        11762            Y_RNA                            misc_RNA -0.069371   7.369992
7086        13660             RNU6                               snRNA  0.067714   2.474365
7087        18195       HIST1H1PS1              unprocessed_pseudogene  0.071456   6.491747
7088        13841            SGMS2                      protein_coding  0.065899   3.793708
7089        12876             RP11                           antisense  0.050788  -0.322441
7090        12031            KLHL6                      protein_coding  0.067043   4.799273
7091        17481            DUSP1                      protein_coding -0.078454   3.717268
7092         5259           OR2AJ1                      protein_coding  0.073159   5.220278
7093         1975           LRRIQ3                      protein_coding -0.049153  -1.366684
7094        18396        ZDHHC20P1                processed_pseudogene -0.064924   0.808657
7095        13120             GSX2                      protein_coding  0.048299  -1.062673
7096         4992              RP4                             lincRNA -0.048944   0.227136
7097        14417           RNF175                      protein_coding -0.080552   4.609906
7098         4097            Y_RNA                            misc_RNA  0.066297   4.914962
7099        16356           NUDT12                      protein_coding  0.047748  -1.331172
7100         9648        RNA5SP125                     rRNA_pseudogene  0.052217  -0.220282
7101         9835           TTC21A                      protein_coding  0.059277   8.615446
7102        15095          RPL30P7                processed_pseudogene -0.068257   4.409073
7103         6307              NaN                            misc_RNA  0.048604   0.699809
7104        12225              NaN                             lincRNA -0.056510   2.813093
7105         6621             RNU6                               snRNA  0.048862  -0.783510
7106          976         TMEM200B                      protein_coding -0.068179   6.096807
7107         3630           FCGR3A                      protein_coding  0.064947   5.842051
7108        17734              CTB                processed_pseudogene  0.047533  -1.038144
7109        17043         AC005740                           antisense -0.072472   6.428014
7110           94              NaN                               miRNA -0.063476   5.514848
7111         9541          ZFYVE20                      protein_coding  0.056230   6.231263
7112        18802         C6orf222                      protein_coding -0.066696   2.124401
7113        11177          C3orf27                             lincRNA -0.070090   5.270460
7114        18624             TNXB                      protein_coding  0.049306   1.704429
7115         5985            PKDCC                      protein_coding -0.051666   5.000016
7116         6698         AC012454                processed_pseudogene -0.048417  -0.854898
7117        12518              NaN                                 TEC  0.074000   3.066164
7118         3152              NaN                           antisense  0.072565   3.114695
7119          912             RP11                           antisense  0.130529  -1.060162
7120         6525              NaN                                 TEC  0.073464   2.166904
7121         6418             RP11                processed_pseudogene -0.065805   7.158605
7122          442         PRAMEF10                      protein_coding  0.054954   1.662196
7123         1120             RP11                      protein_coding  0.060047   6.609510
7124         6681             CAPG                      protein_coding -0.058389   3.966863
7125         8021           TTC21B                      protein_coding  0.074667   7.008494
7126        17726         RPS29P12                processed_pseudogene -0.072739   6.465695
7127        11949         AC007620                           antisense -0.064878   1.946599
7128         3102           SEMA6C                      protein_coding -0.057252   3.037257
7129          244          PLEKHG5                      protein_coding  0.060453   4.107131
7130         1545             RNU4                               snRNA  0.047691  -1.063584
7131         7412            PTPN4                      protein_coding -0.060494   2.646711
7132         2916         NOTCH2NL                      protein_coding  0.047459   0.578676
7133        10716          ST3GAL6                      protein_coding -0.060687   2.588490
7134        18582          C6orf25                      protein_coding -0.064465   7.437386
7135          838           PDIK1L                      protein_coding  0.049029   1.459248
7136        17325           RNF145                      protein_coding -0.049532   0.825929
7137        13989             RP11  transcribed_unprocessed_pseudogene -0.069895   3.437353
7138         1688            CDCP2                      protein_coding -0.072855   4.256104
7139        13783             RP11                processed_pseudogene  0.061060   2.288131
7140        14677            GPM6A                      protein_coding  0.057315   2.944411
7141         7227         RPL22P11                processed_pseudogene -0.061498   4.266716
7142         4401             RP11                processed_pseudogene  0.056501   3.662990
7143        11985          DNAJC19                      protein_coding -0.054850  -0.502027
7144         5589         AC092594                             lincRNA -0.048452  -1.128195
7145        18574           LY6G5C                      protein_coding  0.058854   6.249045
7146        19010          TMEM63B                      protein_coding -0.145289   3.264479
7147        11348           IL20RB                           antisense  0.061314   2.915232
7148         5125             RP11                           antisense  0.053571   1.182495
7149           15             RP11                           antisense  0.062993   2.332203
7150         6358         AC074391                processed_transcript -0.047954   4.831821
7151        17751           TRIM52                      protein_coding  0.050091   0.611693
7152        17150              NaN       bidirectional_promoter_lncRNA -0.056156   2.836798
7153         7282              NaN                             lincRNA -0.068957   2.611073
7154         1352       ATP6V1E1P1                processed_pseudogene -0.075172   4.041174
7155           62           KLHL17                      protein_coding  0.049401   3.036144
7156        16357              NaN                processed_transcript  0.059785   3.520467
7157         1090              NaN                             lincRNA  0.047078  -1.096790
7158        15907             RP11    transcribed_processed_pseudogene -0.047081  -0.641925
7159        14552             RP11                processed_pseudogene  0.050818  -0.490282
7160         9004          TDGF1P2                processed_pseudogene  0.060924   1.452516
7161        14662             RP11                             lincRNA  0.062542  -0.901230
7162         7362            ACTR3                      protein_coding -0.055705   0.599954
7163        12179            CLDN1                      protein_coding  0.056029   5.324653
7164         8488              NaN                processed_transcript  0.054158   1.785739
7165        16062              CTC                             lincRNA  0.047763   1.169559
7166         8726            ERBB4                      protein_coding -0.072464   2.402932
7167         7269          MIR4435                             lincRNA  0.047127   4.417235
7168         6250           NONOP2                processed_pseudogene -0.071487   4.939982
7169        18778            TEAD3                      protein_coding -0.062418   1.127559
7170        11535             RP11                processed_pseudogene -0.057054   0.404333
7171         6078            MCFD2                      protein_coding -0.067174   7.548985
7172        18116              RP1                processed_pseudogene  0.053043  -1.384022
7173         5775             RP11                processed_transcript -0.057484   0.109507
7174        11038             CSTA                      protein_coding -0.047032   2.422111
7175        12138           ADIPOQ                           antisense -0.064900   0.519839
7176         1136              RP4                processed_pseudogene  0.065462   1.610279
7177        10695           OR5H3P              unprocessed_pseudogene  0.049759   3.993285
7178        10188          TMEM115                      protein_coding  0.071870   7.368560
7179        12536             RP11                             lincRNA -0.057888   1.342480
7180        16346        LINC00491                             lincRNA -0.066375   4.180612
7181        16736             TCF7                      protein_coding  0.051978  -0.204702
7182        10530              NaN                            misc_RNA  0.051138   8.141559
7183        12823          SNORD74                              snoRNA  0.072283   7.528079
7184        12424             RP11                           antisense  0.061125   2.207970
7185         2677             RP11                processed_pseudogene  0.048097   0.457104
7186         7758             KYNU                      protein_coding -0.057774  -0.484198
7187         2707          FTH1P22                processed_pseudogene -0.050284   0.997389
7188        18286         HIST1H3J                      protein_coding  0.047082  -0.156358
7189        18936         C6orf132                      protein_coding -0.048360  -1.429565
7190        11124               U1                               snRNA -0.086482  -0.845423
7191         1007             RP11                processed_pseudogene  0.055787   0.027277
7192        11238           ALG1L2                      protein_coding  0.053867   3.666813
7193         8320         RPL21P32                processed_pseudogene  0.046960  -1.311502
7194         4887          ISCA1P2                processed_pseudogene  0.051734  -1.402909
7195         3382          ARHGEF2                      protein_coding  0.058257   6.218884
7196         2797             RP11                           antisense -0.070533   4.430153
7197        12101             RP11  transcribed_unprocessed_pseudogene -0.048425  -0.569075
7198         7986         AC008063                           antisense  0.057235  -1.231126
7199         2935              NaN              unprocessed_pseudogene  0.057267   1.072022
7200        16605             RNU6                               snRNA -0.075499   6.616809
7201        10502             RP11                             lincRNA  0.046797   0.860952
7202         9513          VN1R20P                  unitary_pseudogene  0.060685   0.061753
7203        14725             RP11                           antisense  0.074042   6.853648
7204         3121          RNY4P25                            misc_RNA  0.048837  -0.840061
7205         5899             RP11                           antisense -0.049515  -0.691096
7206        16369              CTD                processed_pseudogene  0.049508  -1.302408
7207         7246             RP11  transcribed_unprocessed_pseudogene -0.063282   1.612480
7208        12071            CLCN2                      protein_coding -0.068078   4.616700
7209         1936        RN7SL242P                            misc_RNA  0.063700   1.798173
7210          747            TCEA3                      protein_coding -0.065484   6.361342
7211         7689         AC110620                processed_pseudogene  0.046696   0.844521
7212        11682            VEPH1                      protein_coding -0.067661   3.752078
7213         5082            CHRM3                           antisense -0.075044   6.494722
7214           76              NaN                           antisense  0.069273   3.638498
7215        15817            CCNB1                      protein_coding  0.059965   1.933107
7216        12699         AC006296                             lincRNA -0.068783   3.275207
7217         1335             RP11                processed_pseudogene  0.050298   1.102135
7218         8113           snoU13                              snoRNA  0.048345  -0.235232
7219         4795            ITPKB                      sense_intronic -0.047247   4.409221
7220        14532            NPY5R                      protein_coding  0.056229   6.605396
7221         9181        RN7SL204P                            misc_RNA  0.051649   2.848338
7222          631             NBL1                      protein_coding -0.071018   2.603443
7223        14079        TMEM248P1                processed_pseudogene -0.069660   5.151742
7224         5680             RNU6                               snRNA -0.076495   3.414516
7225         5191            Y_RNA                            misc_RNA -0.065362   4.079845
7226        18430         DDX39BP2              unprocessed_pseudogene -0.057789   7.790705
7227         6421             NFU1                      protein_coding -0.046877   0.025654
7228         4556             RP11                           antisense -0.047796   0.985863
7229         7245        LINC00116                      protein_coding -0.067915   5.774527
7230         8910         AC009502                             lincRNA  0.068311   5.806567
7231        17977             RNU1                               snRNA -0.049513  -1.062458
7232        12704            CPEB2                             lincRNA  0.052925   2.132811
7233          178        LINC00982                           antisense  0.048918  -1.254894
7234        15555             RP11                processed_pseudogene -0.073316   2.621698
7235         6052        RN7SL414P                            misc_RNA -0.065750   1.358302
7236         2066             RP11                processed_pseudogene  0.053779  -0.965942
7237         4219             RP11                           antisense  0.056904   6.299044
7238        10383             RP11                processed_pseudogene -0.075424   6.941279
7239        11574             RP11                           antisense -0.061205   7.454465
7240          831             RNU6                               snRNA -0.067915   6.210272
7241        11181          SNORA24                              snoRNA -0.049698   1.370877
7242        15938          SNORA40                              snoRNA -0.057019  -0.491653
7243        17750              CTC                processed_transcript  0.047740   3.002758
7244        11429         HMGN2P25                processed_pseudogene  0.066150   0.006389
7245        14668           ADAM29                      protein_coding  0.046350  -0.657143
7246         9652         AC133141                processed_pseudogene  0.055900   5.082648
7247         5830         AC092569                processed_pseudogene -0.068339   2.979929
7248        15899              CTC                processed_pseudogene -0.058549   3.631875
7249        15760              CTD                processed_pseudogene  0.056879   3.512597
7250         7036             COA5                      protein_coding -0.068100   1.775871
7251         6151         AC010967                processed_pseudogene -0.070078   3.706779
7252        12617         USP17L28                      protein_coding -0.050463  -0.273895
7253        11829           GPR160                      protein_coding -0.065254   0.678666
7254         3937           PAPPA2                      protein_coding -0.055601  -0.155860
7255         6884          IGKV1OR                     IG_V_pseudogene -0.047483  -1.256461
7256         7427              NaN                                 TEC -0.064154   6.334289
7257        11106              NaN  transcribed_unprocessed_pseudogene -0.048143  -0.652736
7258         4388         RNA5SP74                     rRNA_pseudogene  0.067939   2.307913
7259         9746              NaN                            misc_RNA -0.065813   5.771992
7260        10689          OR5AC4P  transcribed_unprocessed_pseudogene -0.061882   2.839510
7261        11361             DBR1                      protein_coding  0.046289   0.957064
7262          128           CDK11B                      protein_coding  0.057118   7.602271
7263        15454             OSMR                      protein_coding  0.046233  -1.243035
7264        13374              DCK                      protein_coding -0.070278   4.941603
7265         5789         AC093690                           antisense  0.102289  -0.575767
7266         3174            LCE3E                      protein_coding  0.051766   3.755609
7267        16857           CTNNA1                      protein_coding -0.057143   4.241869
7268        12895         MRPS33P2                processed_pseudogene  0.071233   2.381524
7269         1983              RP4                           antisense -0.050719   0.000748
7270         8123         AC073465                processed_pseudogene -0.070979   4.698577
7271        13587            WDFY3                           antisense -0.068274   4.297157
7272         8119         AC092573    transcribed_processed_pseudogene -0.070910   5.828897
7273          246             RNU6                               snRNA  0.049001   1.037477
7274        10860             RP11                             lincRNA  0.061226   0.144584
7275        17724            BTNL8                      protein_coding -0.065077   0.752363
7276         3472             CD1A                      protein_coding  0.059052   1.399254
7277        14943           MRPL36                      protein_coding  0.071734   2.680851
7278        10862             RP11                processed_pseudogene -0.061037  -0.701238
7279          967         SCARNA24                              scaRNA -0.060456   5.883511
7280        17827            PSMG4                      protein_coding -0.064266   6.517258
7281        11789             RP11      transcribed_unitary_pseudogene -0.077343   4.566080
7282          439         HNRNPCL1                      protein_coding  0.063207   1.647000
7283         4974              RP4                           antisense  0.047784   4.729501
7284        11545            RNF13                      protein_coding -0.056151   2.329202
7285         4755             RP11                           antisense  0.046714  -1.238830
7286         1202             MTF1                      protein_coding  0.061008   8.942220
7287         6620         AC010975                processed_pseudogene -0.052955   3.899452
7288         6783            IGKJ2                           IG_J_gene -0.065604   5.906760
7289         1669           DMRTB1                      protein_coding  0.047296  -0.783465
7290         3415            TTC24                      protein_coding -0.064121   3.759124
7291        18615            STK19                      protein_coding  0.047169   0.493196
7292         7601            NF1P8              unprocessed_pseudogene -0.063124   6.098818
7293        16732          C5orf15                      protein_coding  0.050569   2.060401
7294        16494              CTB                             lincRNA  0.046319   1.637085
7295         6353              NaN    transcribed_processed_pseudogene -0.049767  -0.838951
7296        10811              BBX                      protein_coding  0.059318   2.758243
7297         2581            WDR77                      protein_coding  0.055092   0.018548
